GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (1362),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
regulation of cell cycle (GO:0051726),1196,140,79.09,+,1.77,5.94E-10,4.30E-08
posttranscriptional regulation of gene expression (GO:0010608),547,64,36.17,+,1.77,3.89E-05,1.31E-03
cell surface receptor signaling pathway involved in cell-cell signaling (GO:1905114),419,49,27.71,+,1.77,3.12E-04,8.36E-03
regulated exocytosis (GO:0045055),693,81,45.83,+,1.77,4.36E-06,1.77E-04
endomembrane system organization (GO:0010256),488,57,32.27,+,1.77,1.38E-04,4.07E-03
cellular response to peptide (GO:1901653),334,39,22.09,+,1.77,1.52E-03,3.19E-02
negative regulation of nitrogen compound metabolic process (GO:0051172),2390,279,158.06,+,1.77,1.65E-19,4.48E-17
regulation of peptide transport (GO:0090087),600,70,39.68,+,1.76,1.98E-05,6.99E-04
cellular response to hormone stimulus (GO:0032870),523,61,34.59,+,1.76,7.84E-05,2.46E-03
negative regulation of hydrolase activity (GO:0051346),455,53,30.09,+,1.76,2.49E-04,6.90E-03
positive regulation of transport (GO:0051050),936,109,61.9,+,1.76,8.02E-08,4.29E-06
positive regulation of transferase activity (GO:0051347),687,80,45.43,+,1.76,5.73E-06,2.25E-04
negative regulation of transcription by RNA polymerase II (GO:0000122),902,105,59.65,+,1.76,1.44E-07,7.40E-06
heart development (GO:0007507),508,59,33.6,+,1.76,9.32E-05,2.87E-03
vesicle organization (GO:0016050),310,36,20.5,+,1.76,2.26E-03,4.39E-02
cell migration (GO:0016477),965,112,63.82,+,1.75,5.99E-08,3.29E-06
nervous system development (GO:0007399),2189,254,144.76,+,1.75,2.21E-17,4.46E-15
cell cycle (GO:0007049),1390,161,91.92,+,1.75,5.66E-11,5.04E-09
blood vessel morphogenesis (GO:0048514),406,47,26.85,+,1.75,5.24E-04,1.31E-02
movement of cell or subcellular component (GO:0006928),1591,184,105.22,+,1.75,1.96E-12,2.16E-10
positive regulation of anion transport (GO:1903793),502,58,33.2,+,1.75,1.22E-04,3.69E-03
head development (GO:0060322),788,91,52.11,+,1.75,1.44E-06,6.38E-05
positive regulation of signal transduction (GO:0009967),1551,179,102.57,+,1.75,4.85E-12,4.97E-10
regulation of protein modification process (GO:0031399),1633,188,107.99,+,1.74,1.66E-12,1.86E-10
negative regulation of developmental process (GO:0051093),870,100,57.54,+,1.74,5.41E-07,2.55E-05
response to decreased oxygen levels (GO:0036293),358,41,23.68,+,1.73,1.54E-03,3.22E-02
blood vessel development (GO:0001568),489,56,32.34,+,1.73,2.04E-04,5.83E-03
regulation of nervous system development (GO:0051960),428,49,28.3,+,1.73,5.07E-04,1.28E-02
tube development (GO:0035295),841,96,55.62,+,1.73,1.08E-06,4.88E-05
morphogenesis of an epithelium (GO:0002009),430,49,28.44,+,1.72,5.33E-04,1.33E-02
positive regulation of phosphorylation (GO:0042327),913,104,60.38,+,1.72,4.83E-07,2.31E-05
anatomical structure morphogenesis (GO:0009653),2135,243,141.19,+,1.72,1.31E-15,2.18E-13
negative regulation of multicellular organismal process (GO:0051241),1002,114,66.26,+,1.72,1.40E-07,7.19E-06
circulatory system development (GO:0072359),853,97,56.41,+,1.72,1.23E-06,5.48E-05
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1487,169,98.34,+,1.72,7.22E-11,6.30E-09
locomotion (GO:0040011),1339,152,88.55,+,1.72,7.32E-10,5.22E-08
response to hypoxia (GO:0001666),344,39,22.75,+,1.71,2.54E-03,4.82E-02
negative regulation of RNA metabolic process (GO:0051253),1394,158,92.19,+,1.71,3.66E-10,2.71E-08
vasculature development (GO:0001944),512,58,33.86,+,1.71,2.00E-04,5.73E-03
positive regulation of phosphorus metabolic process (GO:0010562),989,112,65.41,+,1.71,2.35E-07,1.18E-05
positive regulation of phosphate metabolic process (GO:0045937),989,112,65.41,+,1.71,2.35E-07,1.18E-05
peptidyl-amino acid modification (GO:0018193),875,99,57.87,+,1.71,1.17E-06,5.24E-05
positive regulation of ion transport (GO:0043270),709,80,46.89,+,1.71,1.57E-05,5.66E-04
negative regulation of macromolecule biosynthetic process (GO:0010558),1498,169,99.07,+,1.71,1.19E-10,9.68E-09
positive regulation of signaling (GO:0023056),1720,194,113.75,+,1.71,3.70E-12,3.90E-10
"negative regulation of transcription, DNA-templated (GO:0045892)",1288,145,85.18,+,1.7,4.11E-09,2.68E-07
negative regulation of nucleic acid-templated transcription (GO:1903507),1290,145,85.31,+,1.7,4.21E-09,2.73E-07
histone modification (GO:0016570),356,40,23.54,+,1.7,2.21E-03,4.32E-02
negative regulation of RNA biosynthetic process (GO:1902679),1292,145,85.44,+,1.7,4.34E-09,2.81E-07
positive regulation of protein modification process (GO:0031401),1061,119,70.17,+,1.7,1.51E-07,7.71E-06
negative regulation of cellular process (GO:0048523),4909,550,324.64,+,1.69,1.09E-38,1.57E-35
negative regulation of cellular metabolic process (GO:0031324),2580,289,170.62,+,1.69,6.49E-18,1.46E-15
negative regulation of cellular biosynthetic process (GO:0031327),1556,174,102.9,+,1.69,1.22E-10,9.79E-09
secretion by cell (GO:0032940),948,106,62.69,+,1.69,7.69E-07,3.55E-05
negative regulation of cell population proliferation (GO:0008285),689,77,45.57,+,1.69,3.34E-05,1.14E-03
regulation of cell differentiation (GO:0045595),1576,176,104.22,+,1.69,1.11E-10,9.15E-09
regulation of multicellular organismal development (GO:2000026),1318,147,87.16,+,1.69,4.39E-09,2.83E-07
response to hormone (GO:0009725),807,90,53.37,+,1.69,7.26E-06,2.77E-04
localization of cell (GO:0051674),1103,123,72.94,+,1.69,9.57E-08,5.05E-06
cell motility (GO:0048870),1103,123,72.94,+,1.69,9.57E-08,5.03E-06
regulation of system process (GO:0044057),583,65,38.56,+,1.69,1.30E-04,3.87E-03
negative regulation of biosynthetic process (GO:0009890),1588,177,105.02,+,1.69,9.30E-11,7.88E-09
regulation of response to stimulus (GO:0048583),4240,471,280.4,+,1.68,8.65E-31,5.25E-28
regulation of cellular response to stress (GO:0080135),685,76,45.3,+,1.68,4.43E-05,1.46E-03
negative regulation of response to stimulus (GO:0048585),1804,200,119.3,+,1.68,7.26E-12,7.25E-10
positive regulation of cell communication (GO:0010647),1714,190,113.35,+,1.68,2.72E-11,2.52E-09
negative regulation of nucleobase-containing compound metabolic process (GO:0045934),1514,167,100.12,+,1.67,7.87E-10,5.59E-08
cellular localization (GO:0051641),3003,330,198.6,+,1.66,1.57E-19,4.35E-17
positive regulation of MAPK cascade (GO:0043410),520,57,34.39,+,1.66,5.90E-04,1.44E-02
cellular component organization (GO:0016043),5775,632,381.92,+,1.65,9.86E-44,3.11E-40
cell adhesion (GO:0007155),951,104,62.89,+,1.65,2.92E-06,1.23E-04
regulation of multicellular organismal process (GO:0051239),2647,289,175.05,+,1.65,1.67E-16,2.97E-14
negative regulation of macromolecule metabolic process (GO:0010605),2861,312,189.21,+,1.65,6.68E-18,1.48E-15
tissue morphogenesis (GO:0048729),532,58,35.18,+,1.65,5.03E-04,1.27E-02
central nervous system development (GO:0007417),991,108,65.54,+,1.65,1.78E-06,7.73E-05
positive regulation of RNA metabolic process (GO:0051254),1718,187,113.62,+,1.65,1.52E-10,1.20E-08
biological adhesion (GO:0022610),957,104,63.29,+,1.64,3.17E-06,1.33E-04
regulation of transport (GO:0051049),1758,191,116.26,+,1.64,1.20E-10,9.68E-09
protein localization (GO:0008104),2158,234,142.71,+,1.64,6.46E-13,7.71E-11
response to peptide (GO:1901652),480,52,31.74,+,1.64,1.34E-03,2.90E-02
regulation of cell-cell adhesion (GO:0022407),434,47,28.7,+,1.64,2.08E-03,4.12E-02
regulation of apoptotic process (GO:0042981),1479,160,97.81,+,1.64,7.16E-09,4.50E-07
cellular component biogenesis (GO:0044085),2701,292,178.62,+,1.63,4.17E-16,7.23E-14
anatomical structure formation involved in morphogenesis (GO:0048646),870,94,57.54,+,1.63,1.14E-05,4.17E-04
establishment of localization in cell (GO:0051649),2365,255,156.4,+,1.63,7.68E-14,1.07E-11
regulation of programmed cell death (GO:0043067),1517,163,100.32,+,1.62,7.75E-09,4.85E-07
export from cell (GO:0140352),996,107,65.87,+,1.62,3.56E-06,1.47E-04
positive regulation of nucleic acid-templated transcription (GO:1903508),1622,174,107.27,+,1.62,1.92E-09,1.33E-07
"positive regulation of transcription, DNA-templated (GO:0045893)",1622,174,107.27,+,1.62,1.92E-09,1.33E-07
positive regulation of RNA biosynthetic process (GO:1902680),1623,174,107.33,+,1.62,2.55E-09,1.72E-07
response to inorganic substance (GO:0010035),542,58,35.84,+,1.62,7.73E-04,1.83E-02
cell-cell adhesion (GO:0098609),514,55,33.99,+,1.62,1.06E-03,2.37E-02
positive regulation of cellular process (GO:0048522),5656,605,374.05,+,1.62,4.19E-38,5.51E-35
negative regulation of metabolic process (GO:0009892),3104,332,205.28,+,1.62,5.29E-18,1.23E-15
positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1891,202,125.06,+,1.62,1.00E-10,8.44E-09
biological process involved in symbiotic interaction (GO:0044403),937,100,61.97,+,1.61,1.19E-05,4.33E-04
regulation of MAPK cascade (GO:0043408),694,74,45.9,+,1.61,1.74E-04,5.05E-03
cellular response to organonitrogen compound (GO:0071417),591,63,39.08,+,1.61,5.12E-04,1.29E-02
negative regulation of cell differentiation (GO:0045596),638,68,42.19,+,1.61,3.30E-04,8.79E-03
positive regulation of cellular protein metabolic process (GO:0032270),1456,155,96.29,+,1.61,2.78E-08,1.63E-06
positive regulation of macromolecule biosynthetic process (GO:0010557),1853,197,122.54,+,1.61,3.16E-10,2.37E-08
regulation of cellular protein metabolic process (GO:0032268),2437,259,161.17,+,1.61,1.64E-13,2.17E-11
cellular response to nitrogen compound (GO:1901699),651,69,43.05,+,1.6,3.75E-04,9.79E-03
regulation of anion transport (GO:0044070),860,91,56.87,+,1.6,3.44E-05,1.16E-03
negative regulation of biological process (GO:0048519),5541,586,366.44,+,1.6,4.95E-35,4.33E-32
cellular component organization or biogenesis (GO:0071840),5999,634,396.73,+,1.6,3.81E-39,6.01E-36
cellular response to endogenous stimulus (GO:0071495),1146,121,75.79,+,1.6,1.87E-06,8.04E-05
secretion (GO:0046903),1061,112,70.17,+,1.6,4.93E-06,1.98E-04
epithelial cell differentiation (GO:0030855),674,71,44.57,+,1.59,3.49E-04,9.20E-03
positive regulation of biosynthetic process (GO:0009891),1990,209,131.6,+,1.59,1.85E-10,1.44E-08
cellular response to stress (GO:0033554),1755,184,116.06,+,1.59,3.61E-09,2.36E-07
viral process (GO:0016032),849,89,56.15,+,1.59,5.64E-05,1.81E-03
positive regulation of cellular biosynthetic process (GO:0031328),1956,205,129.36,+,1.58,3.39E-10,2.52E-08
negative regulation of gene expression (GO:0010629),964,101,63.75,+,1.58,2.07E-05,7.28E-04
intracellular transport (GO:0046907),1499,157,99.13,+,1.58,7.39E-08,3.98E-06
positive regulation of cellular metabolic process (GO:0031325),3238,339,214.14,+,1.58,4.80E-17,9.23E-15
positive regulation of protein metabolic process (GO:0051247),1538,161,101.71,+,1.58,4.38E-08,2.48E-06
positive regulation of multicellular organismal process (GO:0051240),1386,145,91.66,+,1.58,2.16E-07,1.08E-05
chemotaxis (GO:0006935),546,57,36.11,+,1.58,1.47E-03,3.12E-02
cellular response to oxygen-containing compound (GO:1901701),1058,110,69.97,+,1.57,1.15E-05,4.20E-04
regulation of ion transport (GO:0043269),1337,139,88.42,+,1.57,5.86E-07,2.76E-05
taxis (GO:0042330),549,57,36.31,+,1.57,1.98E-03,3.95E-02
response to endogenous stimulus (GO:0009719),1416,147,93.64,+,1.57,2.79E-07,1.37E-05
regulation of mitotic cell cycle (GO:0007346),588,61,38.89,+,1.57,1.21E-03,2.67E-02
regulation of protein metabolic process (GO:0051246),2595,269,171.61,+,1.57,6.82E-13,8.09E-11
positive regulation of transcription by RNA polymerase II (GO:0045944),1206,125,79.76,+,1.57,3.22E-06,1.34E-04
cell activation (GO:0001775),1084,112,71.69,+,1.56,1.10E-05,4.05E-04
regulation of cell death (GO:0010941),1652,170,109.25,+,1.56,4.96E-08,2.77E-06
macromolecule localization (GO:0033036),2550,262,168.64,+,1.55,3.82E-12,3.99E-10
cellular macromolecule localization (GO:0070727),1645,169,108.79,+,1.55,6.19E-08,3.38E-06
cellular protein localization (GO:0034613),1639,168,108.39,+,1.55,7.83E-08,4.20E-06
cellular developmental process (GO:0048869),3562,364,235.56,+,1.55,5.60E-17,1.06E-14
positive regulation of nitrogen compound metabolic process (GO:0051173),3058,312,202.23,+,1.54,3.63E-14,5.31E-12
cell differentiation (GO:0030154),3509,358,232.06,+,1.54,1.71E-16,3.00E-14
regulation of ion transmembrane transport (GO:0034765),580,59,38.36,+,1.54,2.59E-03,4.92E-02
membrane organization (GO:0061024),956,97,63.22,+,1.53,8.15E-05,2.54E-03
phosphate-containing compound metabolic process (GO:0006796),1906,193,126.05,+,1.53,1.68E-08,1.01E-06
positive regulation of biological process (GO:0048518),6244,632,412.93,+,1.53,2.77E-33,2.08E-30
positive regulation of macromolecule metabolic process (GO:0010604),3431,346,226.9,+,1.52,3.64E-15,5.74E-13
phosphorus metabolic process (GO:0006793),1933,194,127.83,+,1.52,2.72E-08,1.60E-06
positive regulation of metabolic process (GO:0009893),3719,370,245.95,+,1.5,1.41E-15,2.31E-13
epithelium development (GO:0060429),1097,109,72.55,+,1.5,7.91E-05,2.48E-03
system development (GO:0048731),4279,425,282.98,+,1.5,3.08E-18,7.24E-16
positive regulation of response to stimulus (GO:0048584),2278,226,150.65,+,1.5,3.22E-09,2.12E-07
regulation of cytokine production (GO:0001817),707,70,46.76,+,1.5,1.82E-03,3.67E-02
response to abiotic stimulus (GO:0009628),1162,115,76.85,+,1.5,4.59E-05,1.51E-03
regulation of cell population proliferation (GO:0042127),1640,162,108.46,+,1.49,1.17E-06,5.24E-05
regulation of biological quality (GO:0065008),4007,392,264.99,+,1.48,1.53E-15,2.48E-13
protein transport (GO:0015031),1463,143,96.75,+,1.48,9.74E-06,3.62E-04
regulation of response to stress (GO:0080134),1546,151,102.24,+,1.48,4.87E-06,1.96E-04
establishment of protein localization (GO:0045184),1558,152,103.03,+,1.48,5.16E-06,2.04E-04
response to cytokine (GO:0034097),1097,106,72.55,+,1.46,2.72E-04,7.46E-03
response to oxygen-containing compound (GO:1901700),1584,153,104.75,+,1.46,7.76E-06,2.94E-04
anatomical structure development (GO:0048856),5266,507,348.25,+,1.46,6.25E-20,1.76E-17
signal transduction (GO:0007165),5138,493,339.79,+,1.45,6.13E-19,1.56E-16
peptide transport (GO:0015833),1492,143,98.67,+,1.45,2.40E-05,8.34E-04
negative regulation of apoptotic process (GO:0043066),888,85,58.73,+,1.45,1.35E-03,2.93E-02
multicellular organism development (GO:0007275),4877,466,322.53,+,1.44,2.80E-17,5.52E-15
leukocyte activation (GO:0045321),935,89,61.83,+,1.44,1.39E-03,2.97E-02
response to nitrogen compound (GO:1901698),1085,103,71.75,+,1.44,5.17E-04,1.30E-02
negative regulation of programmed cell death (GO:0043069),907,86,59.98,+,1.43,1.88E-03,3.77E-02
amide transport (GO:0042886),1526,144,100.92,+,1.43,4.59E-05,1.51E-03
cellular response to cytokine stimulus (GO:0071345),1007,95,66.6,+,1.43,1.05E-03,2.36E-02
response to organonitrogen compound (GO:0010243),997,94,65.93,+,1.43,1.24E-03,2.72E-02
cell communication (GO:0007154),5572,524,368.49,+,1.42,1.11E-18,2.78E-16
localization (GO:0051179),5807,544,384.03,+,1.42,2.41E-19,6.32E-17
developmental process (GO:0032502),5729,535,378.87,+,1.41,1.24E-18,3.02E-16
regulation of cellular metabolic process (GO:0031323),6106,570,403.81,+,1.41,2.67E-20,7.80E-18
signaling (GO:0023052),5485,512,362.74,+,1.41,1.62E-17,3.41E-15
cell surface receptor signaling pathway (GO:0007166),2486,232,164.41,+,1.41,2.52E-07,1.25E-05
negative regulation of cell death (GO:0060548),998,93,66,+,1.41,1.93E-03,3.86E-02
cellular response to organic substance (GO:0071310),2331,217,154.15,+,1.41,7.52E-07,3.49E-05
protein-containing complex assembly (GO:0065003),1337,124,88.42,+,1.4,3.18E-04,8.49E-03
regulation of cellular macromolecule biosynthetic process (GO:2000112),3913,362,258.78,+,1.4,4.29E-11,3.89E-09
cellular response to chemical stimulus (GO:0070887),2898,268,191.65,+,1.4,4.43E-08,2.50E-06
regulation of nitrogen compound metabolic process (GO:0051171),5688,526,376.16,+,1.4,2.16E-17,4.42E-15
regulation of RNA metabolic process (GO:0051252),3738,345,247.2,+,1.4,2.15E-10,1.66E-08
regulation of macromolecule biosynthetic process (GO:0010556),3944,364,260.83,+,1.4,4.89E-11,4.40E-09
animal organ development (GO:0048513),3187,293,210.76,+,1.39,1.30E-08,7.92E-07
regulation of nucleobase-containing compound metabolic process (GO:0019219),4007,368,264.99,+,1.39,6.37E-11,5.61E-09
cell death (GO:0008219),1079,99,71.36,+,1.39,1.88E-03,3.76E-02
regulation of cellular biosynthetic process (GO:0031326),4105,375,271.47,+,1.38,7.40E-11,6.42E-09
regulation of primary metabolic process (GO:0080090),5892,538,389.65,+,1.38,7.78E-17,1.46E-14
cellular response to stimulus (GO:0051716),6770,617,447.72,+,1.38,3.76E-20,1.08E-17
"regulation of transcription, DNA-templated (GO:0006355)",3464,315,229.08,+,1.38,8.38E-09,5.23E-07
regulation of nucleic acid-templated transcription (GO:1903506),3465,315,229.15,+,1.37,8.45E-09,5.25E-07
regulation of RNA biosynthetic process (GO:2001141),3470,315,229.48,+,1.37,1.06E-08,6.51E-07
regulation of macromolecule metabolic process (GO:0060255),6301,570,416.7,+,1.37,2.80E-17,5.59E-15
regulation of biosynthetic process (GO:0009889),4189,378,277.03,+,1.36,2.54E-10,1.93E-08
response to organic substance (GO:0010033),2995,269,198.07,+,1.36,4.52E-07,2.16E-05
nitrogen compound transport (GO:0071705),1801,161,119.1,+,1.35,2.27E-04,6.39E-03
regulation of transcription by RNA polymerase II (GO:0006357),2586,231,171.02,+,1.35,5.93E-06,2.32E-04
regulation of metabolic process (GO:0019222),6847,611,452.81,+,1.35,7.94E-18,1.74E-15
regulation of gene expression (GO:0010468),4872,434,322.2,+,1.35,2.85E-11,2.63E-09
tissue development (GO:0009888),1732,154,114.54,+,1.34,3.81E-04,9.90E-03
protein-containing complex subunit organization (GO:0043933),1581,140,104.56,+,1.34,8.45E-04,1.97E-02
response to stress (GO:0006950),3634,321,240.33,+,1.34,9.94E-08,5.21E-06
regulation of cellular process (GO:0050794),11302,997,747.43,+,1.33,1.71E-41,3.38E-38
regulation of immune system process (GO:0002682),1701,149,112.49,+,1.32,8.68E-04,2.01E-02
establishment of localization (GO:0051234),4653,406,307.71,+,1.32,2.52E-09,1.70E-07
cellular protein modification process (GO:0006464),3019,263,199.65,+,1.32,6.19E-06,2.39E-04
protein modification process (GO:0036211),3019,263,199.65,+,1.32,6.19E-06,2.39E-04
regulation of biological process (GO:0050789),11856,1024,784.07,+,1.31,2.01E-39,3.52E-36
transport (GO:0006810),4501,386,297.66,+,1.3,5.78E-08,3.20E-06
biological regulation (GO:0065007),12571,1073,831.35,+,1.29,5.07E-42,1.14E-38
response to stimulus (GO:0050896),8496,725,561.86,+,1.29,8.38E-18,1.81E-15
organic substance transport (GO:0071702),2170,182,143.51,+,1.27,1.52E-03,3.19E-02
multicellular organismal process (GO:0032501),6909,576,456.91,+,1.26,9.23E-11,7.87E-09
macromolecule modification (GO:0043412),3240,270,214.27,+,1.26,9.72E-05,2.98E-03
cellular protein metabolic process (GO:0044267),3643,293,240.92,+,1.22,5.23E-04,1.31E-02
response to chemical (GO:0042221),4369,351,288.93,+,1.21,1.02E-04,3.10E-03
cellular macromolecule metabolic process (GO:0044260),4963,388,328.22,+,1.18,3.34E-04,8.88E-03
cellular process (GO:0009987),15487,1184,1024.19,+,1.16,2.78E-25,1.26E-22
biological_process (GO:0008150),17850,1292,1180.47,+,1.09,3.41E-22,1.14E-19
nervous system process (GO:0050877),1380,61,91.26,-,0.67,1.02E-03,2.31E-02
transmembrane transport (GO:0055085),1292,47,85.44,-,0.55,8.08E-06,3.05E-04
inorganic cation transmembrane transport (GO:0098662),572,20,37.83,-,0.53,2.42E-03,4.65E-02
inorganic ion transmembrane transport (GO:0098660),664,22,43.91,-,0.5,5.05E-04,1.28E-02
cation transmembrane transport (GO:0098655),637,21,42.13,-,0.5,5.41E-04,1.34E-02
ion transmembrane transport (GO:0034220),1051,34,69.51,-,0.49,4.03E-06,1.65E-04
cellular amide metabolic process (GO:0043603),808,26,53.44,-,0.49,5.27E-05,1.70E-03
peptide metabolic process (GO:0006518),537,17,35.51,-,0.48,1.22E-03,2.69E-02
organonitrogen compound biosynthetic process (GO:1901566),1380,42,91.26,-,0.46,1.08E-08,6.57E-07
anion transmembrane transport (GO:0098656),458,13,30.29,-,0.43,9.33E-04,2.13E-02
carbohydrate derivative biosynthetic process (GO:1901137),604,17,39.94,-,0.43,9.18E-05,2.84E-03
peptide biosynthetic process (GO:0043043),409,11,27.05,-,0.41,9.94E-04,2.26E-02
sensory perception (GO:0007600),973,25,64.35,-,0.39,4.17E-08,2.39E-06
Unclassified (UNCLASSIFIED),2745,70,181.53,-,0.39,3.41E-22,1.12E-19
amide biosynthetic process (GO:0043604),528,13,34.92,-,0.37,6.03E-05,1.93E-03
translation (GO:0006412),384,9,25.39,-,0.35,4.38E-04,1.12E-02
detection of stimulus (GO:0051606),718,16,47.48,-,0.34,3.15E-07,1.53E-05
humoral immune response (GO:0006959),386,8,25.53,-,0.31,1.27E-04,3.82E-03
lymphocyte mediated immunity (GO:0002449),254,5,16.8,-,0.3,1.72E-03,3.51E-02
ncRNA processing (GO:0034470),432,7,28.57,-,0.25,4.93E-06,1.97E-04
ncRNA metabolic process (GO:0034660),517,8,34.19,-,0.23,3.04E-07,1.48E-05
ribosome biogenesis (GO:0042254),332,5,21.96,-,0.23,5.10E-05,1.65E-03
immunoglobulin mediated immune response (GO:0016064),201,3,13.29,-,0.23,1.93E-03,3.85E-02
rRNA metabolic process (GO:0016072),270,4,17.86,-,0.22,2.17E-04,6.16E-03
B cell mediated immunity (GO:0019724),204,3,13.49,-,0.22,1.99E-03,3.95E-02
rRNA processing (GO:0006364),260,3,17.19,-,0.17,8.71E-05,2.71E-03
protein glycosylation (GO:0006486),242,2,16,-,0.12,4.32E-05,1.43E-03
macromolecule glycosylation (GO:0043413),242,2,16,-,0.12,4.32E-05,1.43E-03
glycoprotein metabolic process (GO:0009100),372,3,24.6,-,0.12,2.01E-07,1.01E-05
glycosylation (GO:0070085),255,2,16.86,-,0.12,2.08E-05,7.30E-04
sensory perception of chemical stimulus (GO:0007606),542,4,35.84,-,0.11,6.41E-11,5.62E-09
glycoprotein biosynthetic process (GO:0009101),300,2,19.84,-,0.1,1.57E-06,6.93E-05
detection of chemical stimulus (GO:0009593),522,2,34.52,-,0.06,2.53E-12,2.71E-10
detection of stimulus involved in sensory perception (GO:0050906),554,1,36.64,-,0.03,1.71E-14,2.59E-12
meiosis I (GO:0007127),117,0,7.74,-, < 0.01,8.58E-04,2.00E-02
mitochondrial translation (GO:0032543),111,0,7.34,-, < 0.01,1.28E-03,2.80E-02
detection of chemical stimulus involved in sensory perception of smell (GO:0050911),441,0,29.16,-, < 0.01,7.59E-13,8.86E-11
detection of chemical stimulus involved in sensory perception (GO:0050907),486,0,32.14,-, < 0.01,4.65E-14,6.66E-12
meiosis I cell cycle process (GO:0061982),119,0,7.87,-, < 0.01,8.66E-04,2.01E-02
sensory perception of smell (GO:0007608),468,0,30.95,-, < 0.01,1.60E-13,2.13E-11
